,"访问时间","地域","来源","入口页面","搜索词","访问IP","访客标识码","访问时长","访问页数","最后停留在","上一次访问时间","访问类型","访问频次","操作系统","网络服务商","浏览器","语言环境","屏幕分辨率","屏幕颜色","Flash版本","是否支持Cookie","是否支持JAVA","打开时间","停留时长","页面地址"
"214","2019/08/24 04:04:15","洛阳","百度","http://www.cnxxjt.com","11选5网站网址=http://aliln88.top","123.5.194.176","2170245274095254298","未知","1","http://www.cnxxjt.com","首次访问","新访客","1","J2ME","网通","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-24 04:04:15","未知","http://www.cnxxjt.com"
"215","2019/08/24 03:59:55","洛阳","百度","https://tn13631602607.1688.com","时时彩注册网址=http://algff88.top","115.50.107.187","2287484317290721985","未知","1","https://tn13631602607.1688.com","首次访问","新访客","1","其他","网通","其他","","1920x1080","24-bit","","支持","不支持","2019-08-24 03:59:55","未知","https://tn13631602607.1688.com"
"216","2019/08/24 03:45:55","洛阳","百度","http://www.gansongww.com","分分彩计划网址=http://alnyk88.top","125.43.66.77","1683030956263974583","未知","1","http://www.gansongww.com","首次访问","新访客","1","Win Vista","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 03:45:55","未知","http://www.gansongww.com"
"217","2019/08/24 03:26:44","洛阳","百度","http://www.zhongyingren.cn","排列5官网网址=http://cahqp88.top","182.121.213.68","1842557517980789404","未知","1","http://www.zhongyingren.cn","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 03:26:44","未知","http://www.zhongyingren.cn"
"218","2019/08/24 03:25:58","洛阳","百度","https://shop1448643338804.1688.com","PK10赛车平台网址=http://alydz88.top","182.121.213.68","2117467685169716470","未知","1","https://shop1448643338804.1688.com","首次访问","新访客","1","J2ME","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-24 03:25:58","未知","https://shop1448643338804.1688.com"
"219","2019/08/24 03:24:22","洛阳","百度","http://www.xzzksp.com","全天北京赛车网址=http://cahye88.top","182.121.213.68","2276942741677886466","未知","1","http://www.xzzksp.com","首次访问","新访客","1","Linux","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 03:24:22","未知","http://www.xzzksp.com"
"220","2019/08/24 03:11:57","洛阳","百度","http://www.hnk2.com","分分彩官网网址=http://alpci88.top","42.235.127.135","1848642103463148347","未知","1","http://www.hnk2.com","首次访问","新访客","1","Win Vista","","IE 5.5","","1920x1080","24-bit","","支持","不支持","2019-08-24 03:11:57","未知","http://www.hnk2.com"
"221","2019/08/24 03:09:29","洛阳","百度","http://www.yingchangu.com","快3稳赚网址=http://alnxf88.top","115.50.158.33","1784320557881953717","未知","1","http://www.yingchangu.com","首次访问","新访客","1","Linux","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 03:09:29","未知","http://www.yingchangu.com"
"222","2019/08/24 02:54:57","洛阳","百度","http://www.csvrkj.com","福彩3D代理网址=http://caigi88.top","125.43.65.24","2047814864734201778","未知","1","http://www.csvrkj.com","首次访问","新访客","1","Win 7","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 02:54:57","未知","http://www.csvrkj.com"
"223","2019/08/24 02:42:43","洛阳","百度","http://www.yxframe.cn","全天11选5网址=http://alecm88.top","42.224.101.160","1924811472078244754","未知","1","http://www.yxframe.cn","首次访问","新访客","1","Linux","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 02:42:43","未知","http://www.yxframe.cn"
"224","2019/08/24 02:42:00","洛阳","百度","http://www.jxygjj.com","北京赛车稳赚网址=http://alksy88.top","42.224.101.160","1864639345290160965","未知","1","http://www.jxygjj.com","首次访问","新访客","1","Linux","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 02:42:00","未知","http://www.jxygjj.com"
"225","2019/08/24 02:39:53","洛阳","百度","http://m.twitterholics.com","六合彩网站网址=http://caikb88.top","42.224.99.10","2262981765751271149","未知","1","http://m.twitterholics.com","首次访问","新访客","1","SUSE","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 02:39:53","未知","http://m.twitterholics.com"
"226","2019/08/24 02:34:39","洛阳","百度","http://jiaju.yx090.com","百家乐注册网址=http://cahtx88.top","42.224.99.10","1972368708781079462","未知","1","http://jiaju.yx090.com","首次访问","新访客","1","Ubuntu","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 02:34:39","未知","http://jiaju.yx090.com"
"227","2019/08/24 02:30:15","洛阳","百度","http://www.ntjltzs.cn","福彩3D官网网址=http://cahkl88.top","123.9.247.108","2108410393307360681","未知","1","http://www.ntjltzs.cn","首次访问","新访客","1","Win 7","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 02:30:15","未知","http://www.ntjltzs.cn"
"228","2019/08/24 02:26:55","洛阳","百度","http://www.mykswjcy.com","时时彩注册网址=http://algff88.top","123.9.247.108","1860428782420916796","未知","1","http://www.mykswjcy.com","首次访问","新访客","1","Win 7","网通","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 02:26:55","未知","http://www.mykswjcy.com"
"229","2019/08/24 02:23:33","洛阳","百度","https://m.biquge8.com","PK10赛车官网网址=http://caiey88.top","123.9.247.108","2098230818576621864","未知","1","https://m.biquge8.com","首次访问","新访客","1","Win 7","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 02:23:33","未知","https://m.biquge8.com"
"230","2019/08/24 02:22:37","洛阳","百度","http://784aft.cn","北京赛车稳赚网址=http://alksy88.top","123.9.247.108","1765720054848606892","未知","1","http://784aft.cn","首次访问","新访客","1","macOS","网通","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 02:22:37","未知","http://784aft.cn"
"231","2019/08/24 02:17:30","洛阳","百度","http://haidong.862sc.com","六合彩官网网址=http://caijz88.top","182.122.246.46","2289063860613005828","未知","1","http://haidong.862sc.com","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 02:17:30","未知","http://haidong.862sc.com"
"232","2019/08/24 01:47:56","洛阳","百度","http://www.lxspraybooth.com","全天六合彩网址=http://aljll88.top","42.224.56.217","2008370769683028574","未知","1","http://www.lxspraybooth.com","首次访问","新访客","1","其他","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 01:47:56","未知","http://www.lxspraybooth.com"
"233","2019/08/24 01:46:58","洛阳","百度","http://www.jnpvh.tw","时时彩代理网址=http://algfh88.top","42.224.56.217","2284317380405340021","未知","1","http://www.jnpvh.tw","首次访问","新访客","1","Linux","","IE 6.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 01:46:58","未知","http://www.jnpvh.tw"
"234","2019/08/24 01:30:39","洛阳","百度","http://www.wanshichang.com","PC蛋蛋平台网址=http://cahsk88.top","182.121.215.22","2342038180575684057","未知","1","http://www.wanshichang.com","首次访问","新访客","1","Win XP","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 01:30:39","未知","http://www.wanshichang.com"
"235","2019/08/24 01:29:11","洛阳","百度","http://www.kun61486.tw","快乐飞艇平台网址=http://alidq88.top","115.50.163.244","1903766016940430936","未知","1","http://www.kun61486.tw","首次访问","新访客","1","Win XP","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 01:29:11","未知","http://www.kun61486.tw"
"236","2019/08/24 01:18:55","洛阳","百度","http://www.jitupower.com","PC蛋蛋网站网址=http://cahsm88.top","42.224.134.101","1903568366374308515","未知","1","http://www.jitupower.com","首次访问","新访客","1","Win 7","","IE 10.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 01:18:55","未知","http://www.jitupower.com"
"237","2019/08/24 01:13:27","洛阳","百度","http://yajcwx.com","全天时时彩网址=http://algfq88.top","42.224.134.101","1724545633689894175","未知","1","http://yajcwx.com","首次访问","新访客","1","Win 10","","Microsoft Edge","","1920x1080","24-bit","","支持","不支持","2019-08-24 01:13:27","未知","http://yajcwx.com"
"238","2019/08/24 01:06:42","洛阳","百度","http://transformationtalkradio.com","快乐飞艇官网网址=http://cahsy88.top","182.121.208.130","1844596566606019985","未知","1","http://transformationtalkradio.com","首次访问","新访客","1","macOS","","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 01:06:42","未知","http://transformationtalkradio.com"
"239","2019/08/24 01:04:19","洛阳","百度","http://www.dgyszg.com","百家乐开奖网址=http://aliww88.top","182.121.208.130","1711184750331812012","未知","1","http://www.dgyszg.com","首次访问","新访客","1","macOS","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-24 01:04:19","未知","http://www.dgyszg.com"
"240","2019/08/24 00:58:53","洛阳","百度","http://www.qiubozx.com","时时彩计划网址=http://alkdl88.top","42.235.168.181","1795745282504909812","未知","1","http://www.qiubozx.com","首次访问","新访客","1","其他","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 00:58:53","未知","http://www.qiubozx.com"
"241","2019/08/24 00:58:20","洛阳","百度","https://hainanbaimi.kuaizhan.com","时时彩代理网址=http://alkhf88.top","42.235.168.181","1852444752176568902","未知","1","https://hainanbaimi.kuaizhan.com","首次访问","新访客","1","其他","","IE 5.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 00:58:20","未知","https://hainanbaimi.kuaizhan.com"
"242","2019/08/24 00:51:04","洛阳","百度","http://qingyang.jiankangad.com","六合彩稳赚网址=http://caiim88.top","42.235.168.181","2089692054140080835","未知","1","http://qingyang.jiankangad.com","首次访问","新访客","1","Win XP","","IE 6.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 00:51:04","未知","http://qingyang.jiankangad.com"
"243","2019/08/24 00:48:28","洛阳","百度","http://www.ycsoftech.com","11选5计划网址=http://aliji88.top","182.121.31.97","1881530588381009612","未知","1","http://www.ycsoftech.com","首次访问","新访客","1","其他","","其他","","1920x1080","24-bit","","支持","不支持","2019-08-24 00:48:28","未知","http://www.ycsoftech.com"
"244","2019/08/24 00:44:59","洛阳","百度","http://home.212300.com","排列5官网网址=http://caift88.top","182.121.31.97","2084055145512039009","未知","1","http://home.212300.com","首次访问","新访客","1","其他","","IE 5.0","","1920x1080","24-bit","","支持","不支持","2019-08-24 00:44:59","未知","http://home.212300.com"
"245","2019/08/24 00:44:21","洛阳","百度","http://www.csxhx.com","快乐飞艇开奖网址=http://caibj88.top","182.121.31.97","2167773580140619488","未知","1","http://www.csxhx.com","首次访问","新访客","1","macOS","","Safari","","1920x1080","24-bit","","支持","不支持","2019-08-24 00:44:21","未知","http://www.csxhx.com"
"246","2019/08/24 00:41:40","洛阳","百度","http://www.jswawq.com","北京赛车注册网址=http://cahpk88.top","182.121.31.97","1908337957520493759","未知","1","http://www.jswawq.com","首次访问","新访客","1","其他","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-24 00:41:40","未知","http://www.jswawq.com"
"247","2019/08/24 00:10:28","洛阳","百度","http://hlbeyang.cn","百家乐计划网址=http://aledp88.top","182.121.209.79","2206395700142018370","未知","1","http://hlbeyang.cn","首次访问","新访客","1","Linux","","Opera","","1920x1080","24-bit","","支持","不支持","2019-08-24 00:10:28","未知","http://hlbeyang.cn"
"248","2019/08/24 00:04:07","洛阳","百度","http://www.dianhetang.com","快乐飞艇网站网址=http://caijs88.top","42.224.101.176","1937260520495438107","未知","1","http://www.dianhetang.com","首次访问","新访客","1","Ubuntu","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-24 00:04:07","未知","http://www.dianhetang.com"
"249","2019/08/23 23:51:43","洛阳","百度","http://361chen.com","PK10赛车注册网址=http://albnq88.top","42.224.100.190","1896078458697951484","未知","1","http://361chen.com","首次访问","新访客","1","Win 7","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 23:51:43","未知","http://361chen.com"
"250","2019/08/23 23:50:49","洛阳","百度","http://www.0431rl.com","时时彩官网网址=http://caijp88.top","42.224.100.190","1765945979105619597","未知","1","http://www.0431rl.com","首次访问","新访客","1","Linux","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-23 23:50:49","未知","http://www.0431rl.com"
"251","2019/08/23 23:34:51","洛阳","百度","http://www.jxjihai.com","PC蛋蛋官网网址=http://cailt88.top","182.121.215.128","2258428864399777704","未知","1","http://www.jxjihai.com","首次访问","新访客","1","Win 7","","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-23 23:34:51","未知","http://www.jxjihai.com"
"252","2019/08/23 23:27:24","洛阳","百度","http://pwwkybg.cn","排列5稳赚网址=http://cahkg88.top","123.9.243.151","1797014921689825905","未知","1","http://pwwkybg.cn","首次访问","新访客","1","Win 7","网通","Google Chrome","","1920x1080","24-bit","","支持","不支持","2019-08-23 23:27:24","未知","http://pwwkybg.cn"
"253","2019/08/23 23:20:53","洛阳","百度","http://www.abcwww.cn","六合彩计划网址=http://caicp88.top","123.9.243.151","1967399942578012486","未知","1","http://www.abcwww.cn","首次访问","新访客","1","Ubuntu","网通","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 23:20:53","未知","http://www.abcwww.cn"
"254","2019/08/23 23:19:53","洛阳","百度","http://ahyinghua.com","北京赛车官网网址=http://caiel88.top","123.9.243.151","2045059222287429948","未知","1","http://ahyinghua.com","首次访问","新访客","1","Win ME","网通","IE 6.0","","1920x1080","24-bit","","支持","不支持","2019-08-23 23:19:53","未知","http://ahyinghua.com"
"255","2019/08/23 23:14:23","洛阳","百度","http://ios.miule.cn","排列5注册网址=http://caill88.top","182.121.30.237","1747582558622605992","未知","1","http://ios.miule.cn","首次访问","新访客","1","Win XP","","Firefox","","1920x1080","24-bit","","支持","不支持","2019-08-23 23:14:23","未知","http://ios.miule.cn"
"256","2019/08/23 23:12:38","洛阳","百度","http://d.cfw.cn","PC蛋蛋代理网址=http://alczh88.top","182.121.30.237","2237264664924070754","未知","1","http://d.cfw.cn","首次访问","新访客","1","Win XP","","Opera移动版","","1920x1080","24-bit","","支持","不支持","2019-08-23 23:12:38","未知","http://d.cfw.cn"
